dt,user_pseudo_id,event_name,category,continent,country,region,medium,source
2023-08-03 12:26:44.000000 UTC,361096764.2,Q5-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:49.000000 UTC,361096764.2,Q6-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:49.000000 UTC,361096764.2,Q7-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:49.000000 UTC,361096764.2,Q8-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:49.000000 UTC,361096764.2,Q9-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:51.000000 UTC,361096764.2,result_3,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:51.000000 UTC,361096764.2,Q10-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:51.000000 UTC,361096764.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:53.000000 UTC,361096764.2,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:53.000000 UTC,361096764.2,90 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:54.000000 UTC,361096764.2,result_share_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:26:54.000000 UTC,361096764.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:27:09.000000 UTC,361096764.2,result_3,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:27:09.000000 UTC,361096764.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:27:12.000000 UTC,361096764.2,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:27:12.000000 UTC,361096764.2,90 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:27:17.000000 UTC,361096764.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:14.000000 UTC,361096764.2,result_6,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:14.000000 UTC,361096764.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:22.000000 UTC,361096764.2,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:28.000000 UTC,361096764.2,result_2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:28.000000 UTC,361096764.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:33.000000 UTC,361096764.2,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:33.000000 UTC,361096764.2,90 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:38.000000 UTC,361096764.2,result_3,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:38.000000 UTC,361096764.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:44.000000 UTC,361096764.2,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:30:44.000000 UTC,361096764.2,90 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:34:17.000000 UTC,361096764.2,result_2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:34:17.000000 UTC,361096764.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:34:24.000000 UTC,361096764.2,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:34:28.000000 UTC,361096764.2,90 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:34:33.000000 UTC,361096764.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:31:28.000000 UTC,367205580.2,first_visit,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:31:28.000000 UTC,367205580.2,session_start,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:31:28.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:31:31.000000 UTC,367205580.2,start_bnt,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:31:31.000000 UTC,367205580.2,scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:31:33.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:31:37.000000 UTC,367205580.2,scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:31:42.000000 UTC,367205580.2,Q1-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:31:49.000000 UTC,367205580.2,Q2-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:31:58.000000 UTC,367205580.2,Q3-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:32:15.000000 UTC,367205580.2,Q4-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:32:25.000000 UTC,367205580.2,Q5-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:32:25.000000 UTC,367205580.2,Q6-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:32:30.000000 UTC,367205580.2,Q7-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:32:45.000000 UTC,367205580.2,Q8-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:32:59.000000 UTC,367205580.2,result_3,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:32:59.000000 UTC,367205580.2,Q9-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:32:59.000000 UTC,367205580.2,Q10-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:32:59.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:33:08.000000 UTC,367205580.2,60 % Scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:33:14.000000 UTC,367205580.2,90 % Scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:33:19.000000 UTC,367205580.2,scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:33:26.000000 UTC,367205580.2,kakao_share_bnt,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:33:49.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:33:55.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:33:59.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:01.000000 UTC,367205580.2,start_bnt,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:01.000000 UTC,367205580.2,scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:02.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:03.000000 UTC,367205580.2,scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:08.000000 UTC,367205580.2,Q1-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:08.000000 UTC,367205580.2,Q2-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:08.000000 UTC,367205580.2,Q3-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:17.000000 UTC,367205580.2,Q4-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:17.000000 UTC,367205580.2,Q5-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:17.000000 UTC,367205580.2,Q6-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:17.000000 UTC,367205580.2,Q7-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:23.000000 UTC,367205580.2,result_3,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:23.000000 UTC,367205580.2,Q8-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:23.000000 UTC,367205580.2,Q9-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:23.000000 UTC,367205580.2,Q10-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:23.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:27.000000 UTC,367205580.2,60 % Scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:27.000000 UTC,367205580.2,90 % Scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:34:32.000000 UTC,367205580.2,scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:10.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:13.000000 UTC,367205580.2,start_bnt,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:13.000000 UTC,367205580.2,scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:14.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:15.000000 UTC,367205580.2,scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:20.000000 UTC,367205580.2,Q1-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:20.000000 UTC,367205580.2,Q2-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:20.000000 UTC,367205580.2,Q3-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:20.000000 UTC,367205580.2,Q4-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:27.000000 UTC,367205580.2,Q5-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:27.000000 UTC,367205580.2,Q6-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:27.000000 UTC,367205580.2,Q7-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:31.000000 UTC,367205580.2,result_3,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:31.000000 UTC,367205580.2,Q8-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:31.000000 UTC,367205580.2,Q9-2,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:31.000000 UTC,367205580.2,Q10-1,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:31.000000 UTC,367205580.2,page_view,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:33.000000 UTC,367205580.2,60 % Scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:33.000000 UTC,367205580.2,90 % Scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:38.000000 UTC,367205580.2,scroll,mobile,Asia,Singapore,,(none),(direct)
2023-08-03 12:38:39.000000 UTC,367205580.2,result_share_bnt,mobile,Asia,Singapore,,(none),(direct)
2023-07-30 23:22:47.000000 UTC,375322399.2,first_visit,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:22:47.000000 UTC,375322399.2,session_start,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:22:47.000000 UTC,375322399.2,page_view,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:22:49.000000 UTC,375322399.2,scroll,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:22:49.000000 UTC,375322399.2,start_bnt,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:22:54.000000 UTC,375322399.2,page_view,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:22:55.000000 UTC,375322399.2,scroll,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:23:00.000000 UTC,375322399.2,Q1-2,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:23:23.000000 UTC,375322399.2,Q2-2,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:23:58.000000 UTC,375322399.2,Q3-2,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:24:18.000000 UTC,375322399.2,Q4-2,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:25:02.000000 UTC,375322399.2,Q5-2,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:25:17.000000 UTC,375322399.2,Q6-1,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:25:27.000000 UTC,375322399.2,Q7-1,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:25:32.000000 UTC,375322399.2,Q8-2,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:25:32.000000 UTC,375322399.2,Q9-2,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:25:41.000000 UTC,375322399.2,Q10-1,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:25:42.000000 UTC,375322399.2,page_view,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:25:42.000000 UTC,375322399.2,result_6,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:25:56.000000 UTC,375322399.2,60 % Scroll,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:25:59.000000 UTC,375322399.2,90 % Scroll,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-07-30 23:26:04.000000 UTC,375322399.2,scroll,mobile,Asia,South Korea,Gwangju,referral,l.instagram.com
2023-08-01 13:15:55.000000 UTC,377425698.2,first_visit,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:15:55.000000 UTC,377425698.2,session_start,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:15:55.000000 UTC,377425698.2,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:15:56.000000 UTC,377425698.2,scroll,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:15:56.000000 UTC,377425698.2,start_bnt,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:16:00.000000 UTC,377425698.2,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:16:05.000000 UTC,377425698.2,scroll,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:16:14.000000 UTC,377425698.2,Q1-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:17:21.000000 UTC,377425698.2,Q2-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:17:21.000000 UTC,377425698.2,Q3-1,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:17:21.000000 UTC,377425698.2,Q4-1,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:17:32.000000 UTC,377425698.2,Q5-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:17:41.000000 UTC,377425698.2,Q6-1,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:17:41.000000 UTC,377425698.2,Q7-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:18:11.000000 UTC,377425698.2,Q8-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:18:21.000000 UTC,377425698.2,Q9-2,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:19:02.000000 UTC,377425698.2,Q10-1,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:19:02.000000 UTC,377425698.2,user_engagement,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:19:02.000000 UTC,377425698.2,page_view,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:19:02.000000 UTC,377425698.2,entj_1,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:19:02.000000 UTC,377425698.2,result_1,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:19:13.000000 UTC,377425698.2,60 % Scroll,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:19:14.000000 UTC,377425698.2,90 % Scroll,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:19:17.000000 UTC,377425698.2,scroll,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-01 13:19:17.000000 UTC,377425698.2,result_share_bnt,mobile,Asia,South Korea,Seoul,referral,l.instagram.com
2023-08-02 14:29:35.000000 UTC,387696782.2,first_visit,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:29:35.000000 UTC,387696782.2,session_start,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:29:35.000000 UTC,387696782.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:29:41.000000 UTC,387696782.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:29:41.000000 UTC,387696782.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:29:41.000000 UTC,387696782.2,start_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:29:46.000000 UTC,387696782.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:29:54.000000 UTC,387696782.2,Q1-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:30:07.000000 UTC,387696782.2,Q2-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:30:21.000000 UTC,387696782.2,Q3-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:30:29.000000 UTC,387696782.2,Q4-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:30:49.000000 UTC,387696782.2,Q5-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:00.000000 UTC,387696782.2,Q6-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:12.000000 UTC,387696782.2,Q7-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:26.000000 UTC,387696782.2,Q8-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:31.000000 UTC,387696782.2,Q9-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:39.000000 UTC,387696782.2,Q10-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:39.000000 UTC,387696782.2,user_engagement,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:39.000000 UTC,387696782.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:39.000000 UTC,387696782.2,result_3,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:50.000000 UTC,387696782.2,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:55.000000 UTC,387696782.2,90 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:58.000000 UTC,387696782.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-02 14:31:58.000000 UTC,387696782.2,user_engagement,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:18:19.000000 UTC,391139279.2,first_visit,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:18:19.000000 UTC,391139279.2,session_start,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:18:19.000000 UTC,391139279.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:18:22.000000 UTC,391139279.2,start_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:18:22.000000 UTC,391139279.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:18:28.000000 UTC,391139279.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:18:54.000000 UTC,391139279.2,Q1-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:19:16.000000 UTC,391139279.2,Q2-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:19:27.000000 UTC,391139279.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:19:35.000000 UTC,391139279.2,Q3-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:19:45.000000 UTC,391139279.2,Q4-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:19:58.000000 UTC,391139279.2,Q5-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:19:58.000000 UTC,391139279.2,Q6-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:20:05.000000 UTC,391139279.2,Q7-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:20:05.000000 UTC,391139279.2,Q8-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:20:16.000000 UTC,391139279.2,Q9-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:20:16.000000 UTC,391139279.2,Q10-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:20:17.000000 UTC,391139279.2,result_1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:20:17.000000 UTC,391139279.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:20:20.000000 UTC,391139279.2,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:20:20.000000 UTC,391139279.2,90 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:20:25.000000 UTC,391139279.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:20:35.000000 UTC,391139279.2,result_share_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:23:02.000000 UTC,391139279.2,result_1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:23:02.000000 UTC,391139279.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:23:08.000000 UTC,391139279.2,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:14:49.000000 UTC,394173245.2,first_visit,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:14:49.000000 UTC,394173245.2,session_start,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:14:49.000000 UTC,394173245.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:14:51.000000 UTC,394173245.2,start_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:14:51.000000 UTC,394173245.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:14:51.000000 UTC,394173245.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:14:55.000000 UTC,394173245.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:00.000000 UTC,394173245.2,Q1-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:00.000000 UTC,394173245.2,Q2-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:09.000000 UTC,394173245.2,Q3-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:14.000000 UTC,394173245.2,Q4-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:21.000000 UTC,394173245.2,Q5-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:21.000000 UTC,394173245.2,Q6-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:26.000000 UTC,394173245.2,Q7-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:26.000000 UTC,394173245.2,Q8-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:30.000000 UTC,394173245.2,Q9-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:30.000000 UTC,394173245.2,Q10-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:31.000000 UTC,394173245.2,result_1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:31.000000 UTC,394173245.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:31.000000 UTC,394173245.2,entj_1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:34.000000 UTC,394173245.2,60 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:34.000000 UTC,394173245.2,90 % Scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:39.000000 UTC,394173245.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:54.000000 UTC,394173245.2,kakao_share_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:15:59.000000 UTC,394173245.2,result_share_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:16:03.000000 UTC,394173245.2,kakao_share_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:16:31.000000 UTC,394173245.2,kakao_share_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:17:13.000000 UTC,394173245.2,result_share_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 12:17:55.000000 UTC,394173245.2,user_engagement,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 08:55:57.000000 UTC,410012980.2,first_visit,mobile,Asia,South Korea,Ulsan,(none),(direct)
2023-08-03 08:55:57.000000 UTC,410012980.2,session_start,mobile,Asia,South Korea,Ulsan,(none),(direct)
2023-08-03 08:55:57.000000 UTC,410012980.2,page_view,mobile,Asia,South Korea,Ulsan,(none),(direct)
2023-08-04 19:50:39.000000 UTC,418594700.2,first_visit,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-04 19:50:39.000000 UTC,418594700.2,session_start,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-04 19:50:39.000000 UTC,418594700.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-04 19:50:42.000000 UTC,418594700.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:54:22.000000 UTC,423998286.2,first_visit,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:54:22.000000 UTC,423998286.2,session_start,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:54:22.000000 UTC,423998286.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:54:24.000000 UTC,423998286.2,start_bnt,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:54:24.000000 UTC,423998286.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:54:25.000000 UTC,423998286.2,page_view,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:54:30.000000 UTC,423998286.2,scroll,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:54:42.000000 UTC,423998286.2,Q1-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:55:01.000000 UTC,423998286.2,Q2-2,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:55:32.000000 UTC,423998286.2,Q3-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:55:47.000000 UTC,423998286.2,Q4-1,mobile,Asia,South Korea,Seoul,(none),(direct)
2023-08-03 13:55:56.000000 UTC,423998286.2,Q5-2,mobile,Asia,South Korea,Seoul,(none),(direct)
